Customer ID,Date,Time,Haircut (Male),Haircut (Female),Beard Trimming,Eyebrow Threading,De tan,Deep Hydrating,Royal De tan,Upper Body Waxing,Lower Body Waxing,Manicure,Pedicure,Full Body Massage,Olive Hair Treatment,Marginal Cost (INR),Discount Type,Discount Amount (INR),Billed Cost (INR),Gender,Year,Month
100229,2022-04-14,16:15:18,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,4
100409,2022-04-14,18:30:37,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100923,2022-04-15,1:15:30,0,1,0,0,1,0,1,0,0,0,0,0,0,778,No Discount,0.0,778.0,female,2022,4
300530,2022-04-15,5:35:37,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300524,2022-04-15,9:02:20,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300027,2022-04-15,11:00:19,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100215,2022-04-15,14:32:29,0,1,0,0,0,0,0,0,0,0,0,0,1,498,No Discount,0.0,498.0,female,2022,4
100672,2022-04-15,16:44:30,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300759,2022-04-15,19:45:33,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
100481,2022-04-16,5:02:10,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
200552,2022-04-16,6:09:05,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100511,2022-04-16,8:28:11,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
200207,2022-04-16,12:34:09,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100068,2022-04-16,13:38:32,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
200503,2022-04-17,10:00:34,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
200676,2022-04-17,11:57:35,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
300759,2022-04-18,5:05:51,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,4
200380,2022-04-18,8:05:24,2,0,0,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,male,2022,4
100655,2022-04-18,8:11:05,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
100421,2022-04-18,13:14:32,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,4
300988,2022-04-18,19:49:56,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
100215,2022-04-18,22:16:12,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
200612,2022-04-19,0:55:49,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,4
300361,2022-04-19,7:56:06,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,4
200363,2022-04-19,18:10:51,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,4
300833,2022-04-19,22:54:09,0,0,2,0,0,0,0,0,0,0,0,0,0,98,No Discount,0.0,98.0,male,2022,4
100036,2022-04-19,23:16:51,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
200867,2022-04-20,7:59:32,2,0,0,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,male,2022,4
100359,2022-04-20,13:00:42,0,0,1,0,0,0,0,0,0,1,0,0,0,288,No Discount,0.0,288.0,couple,2022,4
300027,2022-04-20,13:31:54,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
300365,2022-04-20,17:55:20,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,4
100423,2022-04-21,3:23:24,0,1,0,0,0,0,0,0,0,0,0,1,0,1608,No Discount,0.0,1608.0,female,2022,4
300953,2022-04-21,6:41:51,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
200270,2022-04-21,17:31:30,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,4
300641,2022-04-21,21:23:36,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
300553,2022-04-21,22:25:39,0,1,0,0,0,1,0,0,0,0,0,0,0,898,No Discount,0.0,898.0,female,2022,4
100909,2022-04-21,23:49:11,0,0,0,1,1,0,1,0,0,0,0,0,0,603,No Discount,0.0,603.0,unknown,2022,4
300087,2022-04-22,11:17:22,0,1,0,0,1,0,1,0,0,0,0,0,0,778,No Discount,0.0,778.0,female,2022,4
300549,2022-04-22,23:38:21,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
300672,2022-04-23,1:33:21,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,4
200006,2022-04-23,1:58:10,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
300509,2022-04-23,4:51:36,0,0,0,2,0,0,0,0,0,0,0,0,0,148,Membership Card,14.8,133.2,unknown,2022,4
200547,2022-04-23,4:54:57,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
100957,2022-04-23,5:31:30,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,4
200748,2022-04-23,7:57:21,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
200759,2022-04-23,23:42:56,1,1,0,0,0,0,0,0,0,0,0,0,0,398,Membership Card,39.8,358.2,couple,2022,4
200126,2022-04-24,4:17:07,1,0,0,1,0,0,0,0,0,0,0,0,0,223,Membership Card,22.3,200.7,male,2022,4
300361,2022-04-24,13:39:40,2,0,0,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,male,2022,4
200772,2022-04-25,2:30:32,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300186,2022-04-25,6:40:31,0,0,0,1,0,0,0,0,0,0,1,0,0,323,No Discount,0.0,323.0,female,2022,4
300634,2022-04-25,6:42:19,0,0,0,1,1,0,1,0,0,0,0,0,0,603,No Discount,0.0,603.0,unknown,2022,4
100377,2022-04-25,7:01:03,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,4
200339,2022-04-25,9:35:44,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100246,2022-04-25,10:06:28,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
100416,2022-04-25,14:09:44,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,4
200471,2022-04-26,0:04:04,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
300529,2022-04-26,16:45:03,1,0,1,0,0,0,0,0,0,0,0,0,0,198,Membership Card,19.8,178.2,male,2022,4
300361,2022-04-26,21:24:36,0,1,0,0,0,0,0,0,0,1,0,0,0,488,No Discount,0.0,488.0,female,2022,4
300006,2022-04-26,22:25:21,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,4
200598,2022-04-27,2:16:00,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,4
100883,2022-04-27,4:52:48,0,1,0,0,0,0,0,0,0,0,0,1,0,1608,Membership Card,160.8,1447.2,female,2022,4
200857,2022-04-27,19:24:28,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,4
100176,2022-04-27,21:38:28,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300151,2022-04-28,2:31:01,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
200171,2022-04-28,3:26:02,0,1,0,0,0,1,0,0,0,0,0,0,0,898,No Discount,0.0,898.0,female,2022,4
100824,2022-04-28,7:15:18,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
300742,2022-04-28,16:04:22,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
300101,2022-04-28,23:29:07,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,4
300135,2022-04-29,4:36:46,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
200615,2022-04-29,10:14:28,0,0,2,0,0,0,0,0,0,0,0,0,0,98,No Discount,0.0,98.0,male,2022,4
300009,2022-04-29,13:48:23,0,1,0,1,0,0,0,0,0,0,0,0,0,323,Membership Card,32.3,290.7,female,2022,4
100126,2022-04-29,22:34:54,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,4
100996,2022-04-30,17:53:09,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,4
100875,2022-04-30,18:19:47,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,4
100834,2022-04-30,19:44:08,1,0,0,0,0,1,0,0,0,0,0,0,0,798,No Discount,0.0,798.0,male,2022,4
300529,2022-05-01,2:06:31,0,1,0,1,0,0,0,0,0,0,0,0,0,323,Membership Card,32.3,290.7,female,2022,5
200599,2022-05-01,7:08:14,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300439,2022-05-01,7:20:49,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
200126,2022-05-01,11:23:45,0,2,0,0,0,0,0,0,0,0,0,0,0,498,Membership Card,49.8,448.2,female,2022,5
200295,2022-05-01,18:05:30,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
200945,2022-05-01,18:54:18,0,0,2,0,0,0,0,0,0,0,0,0,0,98,No Discount,0.0,98.0,male,2022,5
100419,2022-05-02,0:10:39,0,1,0,0,0,0,0,0,0,0,0,0,0,249,Membership Card,24.9,224.1,female,2022,5
200316,2022-05-02,4:22:13,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
200011,2022-05-02,5:52:06,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
100229,2022-05-02,7:48:38,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
300051,2022-05-02,17:39:22,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,5
300519,2022-05-02,18:12:01,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
300526,2022-05-02,18:43:46,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
100655,2022-05-03,2:23:09,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100399,2022-05-03,10:24:26,0,0,1,0,0,0,0,0,0,1,0,0,0,288,No Discount,0.0,288.0,couple,2022,5
100511,2022-05-03,13:29:12,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
100236,2022-05-04,0:45:19,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
200732,2022-05-04,6:30:07,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
100486,2022-05-04,16:22:42,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100194,2022-05-04,16:39:43,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
300061,2022-05-04,18:44:33,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
100403,2022-05-04,18:52:23,0,1,0,0,0,0,0,0,0,0,0,0,0,249,Membership Card,24.9,224.1,female,2022,5
200718,2022-05-04,19:31:18,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100929,2022-05-04,21:12:57,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
100221,2022-05-04,22:53:52,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300897,2022-05-04,23:38:32,2,0,0,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,male,2022,5
100103,2022-05-05,7:13:37,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100371,2022-05-05,15:19:26,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100697,2022-05-05,22:11:10,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
200733,2022-05-06,3:48:30,1,0,0,0,0,0,0,0,0,0,0,0,0,149,Membership Card,14.9,134.1,male,2022,5
300759,2022-05-06,6:25:09,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
300982,2022-05-06,12:37:45,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
300317,2022-05-06,13:50:10,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
100917,2022-05-06,21:08:02,2,0,0,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,male,2022,5
200076,2022-05-06,22:14:57,0,0,0,1,0,0,0,0,0,0,0,0,0,74,Membership Card,7.4,66.6,unknown,2022,5
200527,2022-05-07,6:08:28,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
200748,2022-05-07,6:44:16,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,5
200361,2022-05-07,11:40:32,1,0,0,0,0,0,0,0,0,0,0,0,0,149,Membership Card,14.9,134.1,male,2022,5
300439,2022-05-07,13:40:59,1,0,0,1,0,0,0,0,0,0,0,0,0,223,No Discount,0.0,223.0,male,2022,5
200564,2022-05-07,23:49:51,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
300841,2022-05-08,12:08:47,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,5
300419,2022-05-08,18:03:21,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
100007,2022-05-08,20:04:14,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
300439,2022-05-08,20:23:22,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100237,2022-05-08,23:41:41,0,0,1,0,0,0,0,0,0,0,0,0,0,49,Membership Card,4.9,44.1,male,2022,5
200684,2022-05-09,3:12:28,0,0,1,0,0,0,0,0,0,1,0,0,0,288,No Discount,0.0,288.0,couple,2022,5
200873,2022-05-09,7:39:59,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
100661,2022-05-09,10:37:09,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
200161,2022-05-09,12:11:14,0,1,1,0,0,0,0,0,0,0,0,0,0,298,Membership Card,29.8,268.2,couple,2022,5
100681,2022-05-10,2:42:15,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100572,2022-05-10,9:58:25,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
200730,2022-05-10,12:29:08,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
100962,2022-05-10,13:12:37,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
200810,2022-05-10,15:19:29,1,0,0,0,0,0,0,0,0,0,0,0,0,149,Membership Card,14.9,134.1,male,2022,5
100306,2022-05-10,17:18:57,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300747,2022-05-10,22:11:27,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
200587,2022-05-11,3:33:45,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100709,2022-05-11,4:07:52,0,1,0,0,0,0,0,0,0,0,0,0,1,498,No Discount,0.0,498.0,female,2022,5
100090,2022-05-11,4:38:28,1,0,0,0,1,0,1,0,0,0,0,0,0,678,No Discount,0.0,678.0,male,2022,5
100672,2022-05-11,6:22:18,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
100603,2022-05-11,7:37:29,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
100986,2022-05-11,11:05:51,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
300806,2022-05-11,14:17:42,0,1,0,0,0,0,0,0,0,0,0,0,0,249,Membership Card,24.9,224.1,female,2022,5
300027,2022-05-11,15:15:12,1,0,0,0,0,0,0,1,0,0,0,0,0,1548,No Discount,0.0,1548.0,male,2022,5
200028,2022-05-11,18:04:10,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
200709,2022-05-11,18:43:07,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,5
100887,2022-05-11,20:54:17,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
300176,2022-05-11,21:34:15,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300693,2022-05-11,23:35:05,0,0,2,0,0,0,0,0,0,0,0,0,0,98,Membership Card,9.8,88.2,male,2022,5
100608,2022-05-12,0:06:24,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100007,2022-05-12,15:04:31,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100861,2022-05-12,16:43:21,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
100312,2022-05-13,7:20:36,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100445,2022-05-13,7:46:00,0,1,0,0,0,0,0,0,0,0,0,0,0,249,Membership Card,24.9,224.1,female,2022,5
200873,2022-05-13,10:46:39,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
100922,2022-05-13,11:37:50,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
100402,2022-05-13,17:42:29,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300597,2022-05-13,19:15:32,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
300204,2022-05-14,0:45:27,0,1,0,0,0,0,0,0,0,0,0,0,1,498,Membership Card,49.8,448.2,female,2022,5
100229,2022-05-14,5:40:10,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
300137,2022-05-14,11:32:00,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300719,2022-05-14,20:59:44,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
100253,2022-05-14,21:03:26,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,5
300422,2022-05-14,22:15:40,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
100303,2022-05-14,22:16:47,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
300765,2022-05-14,23:48:23,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
200968,2022-05-15,1:58:55,0,0,1,0,0,1,0,0,0,0,0,0,0,698,No Discount,0.0,698.0,male,2022,5
200924,2022-05-15,7:19:08,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
100068,2022-05-15,9:13:54,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
200528,2022-05-15,11:54:17,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
100922,2022-05-15,20:21:33,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
200171,2022-05-16,2:05:44,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
200663,2022-05-16,3:22:56,1,1,0,0,0,0,0,0,0,0,0,0,0,398,No Discount,0.0,398.0,couple,2022,5
200418,2022-05-16,10:58:00,0,1,0,0,1,0,0,0,0,0,0,0,0,498,No Discount,0.0,498.0,female,2022,5
100507,2022-05-16,21:53:42,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
300335,2022-05-16,23:10:11,0,0,1,0,0,0,0,0,0,1,0,0,0,288,No Discount,0.0,288.0,couple,2022,5
200991,2022-05-16,23:30:14,1,0,1,0,0,0,0,0,0,0,0,0,0,198,No Discount,0.0,198.0,male,2022,5
100007,2022-05-17,15:58:08,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
100253,2022-05-17,18:34:08,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
200920,2022-05-18,5:41:56,0,0,0,2,0,0,0,0,0,0,0,0,0,148,No Discount,0.0,148.0,unknown,2022,5
100663,2022-05-18,19:14:48,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
200214,2022-05-18,22:38:08,0,1,0,0,0,0,0,0,0,0,0,0,0,249,Membership Card,24.9,224.1,female,2022,5
100383,2022-05-19,1:55:36,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
300288,2022-05-19,6:52:01,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
300288,2022-05-19,17:12:02,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
200014,2022-05-19,19:09:34,0,0,0,2,0,0,0,0,0,0,0,0,0,148,No Discount,0.0,148.0,unknown,2022,5
200998,2022-05-20,3:28:55,0,1,0,1,0,0,0,0,0,0,0,0,0,323,No Discount,0.0,323.0,female,2022,5
300472,2022-05-20,10:54:45,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
300109,2022-05-21,3:28:10,0,2,0,0,0,0,0,0,0,0,0,0,0,498,No Discount,0.0,498.0,female,2022,5
200518,2022-05-21,4:19:03,0,0,1,0,0,0,0,0,0,0,0,0,0,49,No Discount,0.0,49.0,male,2022,5
300597,2022-05-21,4:55:14,0,1,1,0,0,0,0,0,0,0,0,0,0,298,No Discount,0.0,298.0,couple,2022,5
100176,2022-05-21,8:52:20,0,0,1,1,0,0,0,0,0,0,0,0,0,123,No Discount,0.0,123.0,male,2022,5
200803,2022-05-21,16:53:20,0,0,0,1,0,0,0,0,0,0,0,1,0,1433,No Discount,0.0,1433.0,unknown,2022,5
200001,2022-05-21,18:31:10,0,0,0,1,0,0,0,0,0,0,0,0,0,74,No Discount,0.0,74.0,unknown,2022,5
300898,2022-05-22,5:13:00,1,0,1,0,0,0,0,0,0,0,0,0,0,198,Membership Card,19.8,178.2,male,2022,5
300719,2022-05-22,8:22:24,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
100504,2022-05-22,11:04:47,1,0,0,0,0,0,0,0,0,0,0,0,0,149,No Discount,0.0,149.0,male,2022,5
200919,2022-05-22,16:18:14,0,1,0,0,0,0,0,0,0,0,0,0,1,498,No Discount,0.0,498.0,female,2022,5
100535,2022-05-23,7:26:55,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
300791,2022-05-23,12:43:32,0,1,0,0,0,0,0,0,0,0,0,0,0,249,No Discount,0.0,249.0,female,2022,5
