,Customer ID,Services,Individual Service Prices,Total Price Before Discount,Discount Type,Discount Amount,Final Price,Date,Time
44,200718,"'Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0.0,223.0,2023-08-27,09:37:48
45,100777,"'Haircut (Female)', 'Manicure'","249, 239",488,,0.0,488.0,2023-01-11,08:38:54
46,100423,'Eyebrow Threading',74,74,,0.0,74.0,2023-02-13,01:35:26
47,300344,"'Beard Trimming', 'Haircut (Male)'","49, 149",198,,0.0,198.0,2022-07-07,13:34:54
48,200748,'Haircut (Female)',249,249,,0.0,249.0,2022-04-23,07:57:21
49,300827,'Eyebrow Threading',74,74,,0.0,74.0,2023-01-25,02:09:04
50,200612,'Eyebrow Threading',74,74,,0.0,74.0,2022-10-30,21:25:15
51,200612,"'Beard Trimming', 'Full Body Massage'","49, 1359",1408,,0.0,1408.0,2023-01-14,04:33:45
52,200099,'Beard Trimming',49,49,,0.0,49.0,2023-01-21,08:26:08
53,300426,"'Beard Trimming', 'Haircut (Male)', 'Eyebrow Threading'","49, 149, 74",272,,0.0,272.0,2023-08-18,07:55:38
54,100320,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2023-02-11,13:28:09
55,100743,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2022-06-29,18:40:28
56,200090,'Beard Trimming',49,49,,0.0,49.0,2023-09-14,07:54:03
57,100877,'Haircut (Male)',149,149,,0.0,149.0,2023-02-13,17:51:28
58,100697,'Haircut (Female)',249,249,,0.0,249.0,2024-01-05,00:57:11
59,100160,"'Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0.0,498.0,2022-11-12,22:16:37
60,100676,'Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-01-10,02:19:54
61,200014,"'Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0.0,323.0,2024-02-11,10:43:01
62,100371,'Haircut (Male)',149,149,,0.0,149.0,2023-07-30,17:07:05
63,100103,'Beard Trimming',49,49,,0.0,49.0,2022-05-05,07:13:37
64,300245,"'Beard Trimming', 'Haircut (Female)'","49, 249",298,,0.0,298.0,2022-07-14,03:11:17
65,300607,'Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-03-21,07:33:03
66,100246,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2022-07-01,01:51:41
67,200503,'Eyebrow Threading',74,74,,0.0,74.0,2023-07-23,23:55:39
68,300031,'Haircut (Male)',149,149,,0.0,149.0,2022-06-12,05:29:37
69,100197,'Beard Trimming',49,49,,0.0,49.0,2023-05-08,08:54:26
70,200919,'Eyebrow Threading',74,74,,0.0,74.0,2024-03-25,11:14:22
71,300694,'Haircut (Female)',249,249,,0.0,249.0,2023-07-17,14:25:03
72,200827,"'Haircut (Female)', 'Olive Hair Treatment'","249, 249",498,,0.0,498.0,2023-07-30,06:12:43
73,200961,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2022-11-05,15:12:44
74,300841,'Beard Trimming',49,49,,0.0,49.0,2024-03-04,18:55:55
75,100195,'Beard Trimming',49,49,,0.0,49.0,2022-10-21,08:51:20
76,200092,'Eyebrow Threading',74,74,,0.0,74.0,2022-09-15,22:38:30
77,300013,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2023-01-05,21:21:58
78,200882,"'Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0.0,123.0,2023-06-25,19:00:11
79,300329,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,Membership Card,39.8,358.2,2024-04-09,00:25:45
80,100877,"'Beard Trimming', 'Beard Trimming'","49, 49",98,,0.0,98.0,2023-09-03,18:00:12
81,300868,'Haircut (Female)',249,249,,0.0,249.0,2023-07-16,15:13:51
82,300285,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2023-08-18,22:43:58
83,100072,'Haircut (Female)',249,249,,0.0,249.0,2023-01-15,11:18:03
84,200922,'Haircut (Male)',149,149,,0.0,149.0,2023-06-23,21:41:35
85,200409,'Haircut (Male)',149,149,,0.0,149.0,2023-11-15,14:56:11
86,200504,"'Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0.0,398.0,2023-06-30,15:57:08
87,100040,"'Haircut (Male)', 'Eyebrow Threading', 'Beard Trimming'","149, 74, 49",272,Membership Card,27.200000000000003,244.8,2022-11-02,16:49:12
88,100246,"'Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0.0,398.0,2023-01-23,02:11:40
89,100084,'Eyebrow Threading',74,74,,0.0,74.0,2023-10-27,18:59:45
90,300354,'Beard Trimming',49,49,,0.0,49.0,2023-05-18,13:52:26
91,200808,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2023-01-22,14:24:10
92,200338,'Haircut (Male)',149,149,,0.0,149.0,2024-02-13,19:01:48
93,200605,"'Beard Trimming', 'Haircut (Male)'","49, 149",198,,0.0,198.0,2023-10-17,14:38:55
94,300354,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2023-07-02,14:30:36
95,300982,'Eyebrow Threading',74,74,,0.0,74.0,2022-06-06,06:43:00
96,100880,'Eyebrow Threading',74,74,,0.0,74.0,2022-11-01,02:06:30
97,200363,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2024-02-02,21:46:25
98,300759,"'Eyebrow Threading', 'De-tan'","74, 249",323,,0.0,323.0,2023-05-23,02:26:03
99,300146,'Eyebrow Threading',74,74,,0.0,74.0,2022-12-15,12:45:29
100,200759,'Haircut (Male)',149,149,Membership Card,14.9,134.1,2022-07-19,07:51:29
101,200950,'Beard Trimming',49,49,,0.0,49.0,2024-02-16,17:53:08
102,300775,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2023-11-02,12:05:53
103,300004,"'Haircut (Female)', 'Royal De-tan'","249, 529",778,Membership Card,77.80000000000001,700.2,2023-04-01,20:23:06
104,200857,"'Beard Trimming', 'Haircut (Male)'","49, 149",198,,0.0,198.0,2024-04-07,19:59:53
105,300032,"'Beard Trimming', 'De-tan'","49, 249",298,,0.0,298.0,2023-09-04,15:05:04
106,300264,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2024-02-10,08:41:57
107,200865,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2023-11-01,11:07:47
108,200503,"'Haircut (Male)', 'Beard Trimming'","149, 49",198,,0.0,198.0,2023-07-23,11:28:58
109,100522,"'Beard Trimming', 'Haircut (Female)'","49, 249",298,,0.0,298.0,2023-09-22,19:07:37
110,100535,'Haircut (Female)',249,249,,0.0,249.0,2022-05-23,07:26:55
111,300135,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2023-05-04,15:36:53
112,300329,'Haircut (Male)',149,149,Membership Card,14.9,134.1,2024-01-15,06:40:29
113,200090,"'Beard Trimming', 'Pedicure'","49, 249",298,,0.0,298.0,2023-11-18,20:54:05
114,300653,'Eyebrow Threading',74,74,,0.0,74.0,2022-10-01,12:45:41
115,200001,'Haircut (Male)',149,149,,0.0,149.0,2024-01-15,14:48:05
116,200476,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,Membership Card,12.3,110.7,2023-06-25,16:56:15
117,200456,"'Eyebrow Threading', 'Full Body Massage'","74, 1359",1433,,0.0,1433.0,2023-07-29,22:09:44
118,100416,"'Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0.0,123.0,2024-01-14,23:22:13
119,300494,'Eyebrow Threading',74,74,,0.0,74.0,2024-02-28,23:14:54
120,300889,"'Eyebrow Threading', 'Olive Hair Treatment'","74, 249",323,Membership Card,32.300000000000004,290.7,2024-04-01,15:49:26
121,100697,'Haircut (Female)',249,249,,0.0,249.0,2023-01-16,03:39:53
122,200456,"'Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0.0,498.0,2022-09-17,04:43:08
123,100672,'Haircut (Male)',149,149,,0.0,149.0,2024-03-26,03:40:08
124,100295,"'Beard Trimming', 'Beard Trimming'","49, 49",98,,0.0,98.0,2023-09-21,16:56:45
125,200574,"'Eyebrow Threading', 'Haircut (Male)'","74, 149",223,Membership Card,22.3,200.7,2022-09-29,13:26:30
126,100064,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2022-10-03,18:54:23
127,100906,"'Haircut (Male)', 'Royal De-tan'","149, 529",678,,0.0,678.0,2023-02-26,00:13:46
128,300597,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2022-05-13,19:15:32
129,200097,"'Haircut (Female)', 'Beard Trimming', 'Eyebrow Threading'","249, 49, 74",372,,0.0,372.0,2023-08-14,05:06:17
130,200081,'Beard Trimming',49,49,,0.0,49.0,2024-04-03,11:43:46
131,300882,'Haircut (Female)',249,249,,0.0,249.0,2024-02-29,11:14:59
132,300981,'Haircut (Male)',149,149,,0.0,149.0,2022-06-03,18:25:06
133,300634,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2022-09-12,21:42:55
134,300015,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-12-25,19:06:17
135,100332,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2023-12-05,08:48:20
136,100068,'Haircut (Male)',149,149,,0.0,149.0,2023-07-25,02:23:26
137,300101,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2022-04-28,23:29:07
138,300027,'Beard Trimming',49,49,,0.0,49.0,2022-04-20,13:31:54
139,300031,'Beard Trimming',49,49,,0.0,49.0,2023-04-28,03:41:42
140,300961,'Haircut (Female)',249,249,,0.0,249.0,2024-02-08,18:39:24
141,300140,'Haircut (Male)',149,149,,0.0,149.0,2024-03-06,08:00:55
142,300759,'Beard Trimming',49,49,,0.0,49.0,2022-10-11,16:51:45
143,300144,"'Haircut (Female)', 'Upper Body Waxing'","249, 1399",1648,,0.0,1648.0,2022-07-16,23:53:02
144,300979,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2022-07-19,01:48:14
145,100456,"'Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0.0,223.0,2022-11-03,22:00:25
146,100054,'Beard Trimming',49,49,,0.0,49.0,2023-10-04,07:57:47
147,100365,'Eyebrow Threading',74,74,,0.0,74.0,2023-03-07,11:29:24
148,100068,'Beard Trimming',49,49,,0.0,49.0,2024-02-21,14:57:41
149,100672,'Haircut (Female)',249,249,,0.0,249.0,2022-05-11,06:22:18
150,200001,'Eyebrow Threading',74,74,,0.0,74.0,2022-05-21,18:31:10
151,300229,'Haircut (Male)',149,149,,0.0,149.0,2022-06-08,23:39:28
152,300116,"'Beard Trimming', 'Royal De-tan'","49, 529",578,,0.0,578.0,2023-04-17,07:51:21
153,100962,'Eyebrow Threading',74,74,,0.0,74.0,2022-05-10,13:12:37
154,200772,'Haircut (Male)',149,149,,0.0,149.0,2023-10-23,02:24:58
155,300150,'Haircut (Male)',149,149,,0.0,149.0,2023-10-17,02:09:17
156,200966,'Eyebrow Threading',74,74,,0.0,74.0,2022-11-17,10:05:21
157,100807,"'Haircut (Male)', 'Full Body Massage'","149, 1359",1508,Membership Card,150.8,1357.2,2023-04-30,12:57:51
158,200702,'Eyebrow Threading',74,74,,0.0,74.0,2023-08-23,00:05:54
159,100332,'Eyebrow Threading',74,74,,0.0,74.0,2023-09-30,12:35:22
160,300841,"'Beard Trimming', 'Beard Trimming'","49, 49",98,,0.0,98.0,2023-10-12,20:50:31
161,200363,'Eyebrow Threading',74,74,,0.0,74.0,2023-07-20,08:35:35
162,300422,"'Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0.0,323.0,2023-06-29,14:34:18
163,200409,'Haircut (Male)',149,149,,0.0,149.0,2022-12-09,01:04:48
164,200574,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-09-24,11:36:54
165,100778,"'Eyebrow Threading', 'Full Body Massage'","74, 1359",1433,,0.0,1433.0,2023-08-14,00:02:50
166,200702,'Eyebrow Threading',74,74,,0.0,74.0,2022-07-14,03:00:29
167,300637,"'Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0.0,223.0,2022-08-01,00:14:59
168,200857,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2022-04-27,19:24:28
169,200904,"'Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0.0,123.0,2024-02-05,13:38:11
170,200230,'Eyebrow Threading',74,74,,0.0,74.0,2023-05-27,00:41:23
171,100685,'Haircut (Female)',249,249,,0.0,249.0,2022-12-29,05:49:06
172,200732,'Haircut (Male)',149,149,,0.0,149.0,2022-10-28,00:10:09
173,100120,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-06-23,08:39:01
174,300013,'Beard Trimming',49,49,,0.0,49.0,2024-02-21,14:58:53
175,300889,'Eyebrow Threading',74,74,Membership Card,7.4,66.6,2022-11-15,07:03:11
176,200101,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2023-07-18,16:27:04
177,100224,'Haircut (Male)',149,149,,0.0,149.0,2022-12-31,17:48:58
178,100224,'Eyebrow Threading',74,74,,0.0,74.0,2023-04-18,00:28:15
179,200732,'Beard Trimming',49,49,,0.0,49.0,2024-01-05,11:42:19
180,300672,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2024-02-18,17:47:51
181,100676,'Beard Trimming',49,49,Membership Card,4.9,44.1,2023-07-08,17:22:37
182,300575,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2022-05-24,22:03:01
183,200316,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2022-05-02,04:22:13
184,200613,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2022-08-27,01:00:30
185,300742,"'Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0.0,298.0,2024-03-11,05:17:32
186,100531,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2022-05-28,23:12:45
187,200615,"'Beard Trimming', 'Beard Trimming'","49, 49",98,,0.0,98.0,2022-04-29,10:14:28
188,300433,'Haircut (Female)',249,249,,0.0,249.0,2023-04-17,06:11:16
189,200377,"'Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0.0,323.0,2022-06-29,13:19:12
190,200339,'Eyebrow Threading',74,74,,0.0,74.0,2022-04-25,09:35:44
191,300013,"'Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0.0,298.0,2022-08-30,04:31:58
192,100400,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,Membership Card,39.8,358.2,2024-04-07,00:11:23
193,100929,'Eyebrow Threading',74,74,,0.0,74.0,2022-05-04,21:12:57
194,200684,"'Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0.0,298.0,2023-09-13,04:42:37
195,300140,'Eyebrow Threading',74,74,,0.0,74.0,2022-12-31,19:05:01
196,100332,'Eyebrow Threading',74,74,,0.0,74.0,2022-10-14,13:18:47
197,300354,'Haircut (Female)',249,249,,0.0,249.0,2022-12-23,13:11:49
198,100061,'Haircut (Female)',249,249,,0.0,249.0,2022-10-19,02:47:26
199,200099,'Beard Trimming',49,49,,0.0,49.0,2023-03-20,23:02:38
200,300147,"'Beard Trimming', 'Beard Trimming'","49, 49",98,,0.0,98.0,2023-02-15,17:07:16
201,300988,'Beard Trimming',49,49,,0.0,49.0,2022-04-18,19:49:56
202,100709,"'Haircut (Female)', 'Olive Hair Treatment'","249, 249",498,,0.0,498.0,2022-05-11,04:07:52
203,300254,'Eyebrow Threading',74,74,,0.0,74.0,2023-06-03,10:11:05
204,100697,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0.0,323.0,2022-07-13,03:35:10
205,300027,"'Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0.0,498.0,2024-04-03,08:01:34
206,300519,'Eyebrow Threading',74,74,,0.0,74.0,2023-08-10,17:05:01
207,100676,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2024-03-04,22:06:29
208,300369,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-01-20,14:08:39
209,100421,'Haircut (Male)',149,149,,0.0,149.0,2023-09-01,12:49:42
210,200316,'Eyebrow Threading',74,74,,0.0,74.0,2024-01-23,02:00:21
211,200273,'Beard Trimming',49,49,,0.0,49.0,2022-06-27,22:12:47
212,100680,"'Haircut (Male)', 'Olive Hair Treatment'","149, 249",398,,0.0,398.0,2022-05-29,00:47:52
213,200662,'Haircut (Female)',249,249,,0.0,249.0,2023-11-17,00:50:06
214,300814,"'Beard Trimming', 'Haircut (Female)'","49, 249",298,,0.0,298.0,2024-04-07,11:19:37
215,200295,'Beard Trimming',49,49,,0.0,49.0,2023-09-08,01:32:11
216,200564,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2022-09-22,11:25:30
217,300031,"'Eyebrow Threading', 'Olive Hair Treatment'","74, 249",323,,0.0,323.0,2022-12-04,13:32:52
218,100393,'Haircut (Male)',149,149,,0.0,149.0,2023-01-17,16:35:41
219,100834,"'Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0.0,323.0,2022-11-23,23:56:44
220,300020,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2022-09-26,17:42:19
221,300575,"'Beard Trimming', 'Full Body Massage'","49, 1359",1408,,0.0,1408.0,2024-01-10,05:31:28
222,300144,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2023-05-21,00:59:13
223,100896,'Haircut (Female)',249,249,,0.0,249.0,2023-09-25,13:08:50
224,100803,'Eyebrow Threading',74,74,,0.0,74.0,2022-08-15,03:27:49
225,100036,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2022-12-07,10:53:54
226,100759,"'Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0.0,298.0,2023-09-21,06:47:52
227,300247,"'Haircut (Female)', 'Eyebrow Threading', 'Beard Trimming'","249, 74, 49",372,,0.0,372.0,2022-12-28,00:10:50
228,200534,"'Eyebrow Threading', 'Eyebrow Threading', 'Beard Trimming'","74, 74, 49",197,,0.0,197.0,2022-06-09,18:43:42
229,300124,"'Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0.0,148.0,2023-12-26,00:09:18
230,100145,"'Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0.0,223.0,2022-10-14,18:24:12
231,200252,'Eyebrow Threading',74,74,,0.0,74.0,2024-01-17,00:40:56
232,300934,'Beard Trimming',49,49,,0.0,49.0,2024-02-09,08:08:24
233,200411,"'Beard Trimming', 'Haircut (Female)', 'Eyebrow Threading'","49, 249, 74",372,Membership Card,37.2,334.8,2022-12-01,05:45:05
234,300336,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2023-10-07,13:29:34
235,200182,'Haircut (Male)',149,149,,0.0,149.0,2022-07-25,16:46:42
236,100236,'Beard Trimming',49,49,,0.0,49.0,2022-05-29,09:33:40
237,300494,'Beard Trimming',49,49,,0.0,49.0,2023-04-13,19:52:36
238,200196,'Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-08-18,03:24:19
239,100082,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2024-02-26,03:12:47
240,200732,'Eyebrow Threading',74,74,,0.0,74.0,2024-02-02,06:32:36
241,200055,"'Beard Trimming', 'Upper Body Waxing'","49, 1399",1448,Membership Card,144.8,1303.2,2022-08-23,00:12:29
242,300897,'Haircut (Female)',249,249,,0.0,249.0,2023-12-07,04:45:03
243,200663,"'Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0.0,398.0,2022-05-16,03:22:56
244,300625,'Haircut (Female)',249,249,Membership Card,24.9,224.1,2022-06-03,12:46:09
245,100875,'Haircut (Female)',249,249,,0.0,249.0,2022-06-23,04:21:58
246,100229,"'Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0.0,123.0,2022-05-02,07:48:38
247,300689,'Haircut (Female)',249,249,,0.0,249.0,2023-10-17,02:25:52
248,200732,"'Beard Trimming', 'Deep Hydrating'","49, 649",698,,0.0,698.0,2023-01-24,10:57:10
249,200599,'Haircut (Female)',249,249,,0.0,249.0,2022-05-01,07:08:14
250,200810,"'Beard Trimming', 'Beard Trimming'","49, 49",98,Membership Card,9.8,88.2,2023-08-18,11:32:26
251,200171,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2023-12-10,23:21:41
252,200865,"'Beard Trimming', 'Haircut (Male)'","49, 149",198,,0.0,198.0,2023-04-23,17:40:38
253,300759,'Eyebrow Threading',74,74,,0.0,74.0,2023-09-17,03:36:52
254,100195,'Haircut (Female)',249,249,,0.0,249.0,2023-05-12,01:55:35
255,100421,'Haircut (Female)',249,249,,0.0,249.0,2023-06-23,20:43:10
256,300759,'Beard Trimming',49,49,,0.0,49.0,2022-04-15,19:45:33
257,100486,'Haircut (Male)',149,149,,0.0,149.0,2023-09-26,17:21:04
258,200873,'Eyebrow Threading',74,74,,0.0,74.0,2023-04-08,17:37:33
259,100045,'Eyebrow Threading',74,74,,0.0,74.0,2024-03-09,08:38:51
260,200603,'Haircut (Female)',249,249,,0.0,249.0,2023-05-09,03:18:47
261,100986,"'Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0.0,223.0,2023-11-29,10:28:51
262,100917,'Haircut (Female)',249,249,,0.0,249.0,2023-12-19,17:12:30
263,300123,"'Haircut (Female)', 'Beard Trimming'","249, 49",298,,0.0,298.0,2022-06-02,19:14:59
264,200571,"'Eyebrow Threading', 'Haircut (Female)'","74, 249",323,Membership Card,32.300000000000004,290.7,2023-11-05,22:29:26
265,100849,"'Eyebrow Threading', 'Lower Body Waxing'","74, 1399",1473,Membership Card,147.3,1325.7,2024-01-10,03:50:25
266,300989,"'Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0.0,298.0,2022-12-07,07:44:18
267,300377,'Haircut (Female)',249,249,,0.0,249.0,2023-06-18,01:55:34
268,100672,'Haircut (Female)',249,249,,0.0,249.0,2022-04-15,16:44:30
269,200456,"'Haircut (Female)', 'Pedicure'","249, 249",498,,0.0,498.0,2024-01-31,10:26:30
270,100778,"'Haircut (Male)', 'Full Body Massage'","149, 1359",1508,,0.0,1508.0,2023-07-18,08:19:51
271,300719,'Haircut (Male)',149,149,,0.0,149.0,2022-06-14,10:43:35
272,300123,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2023-03-02,07:53:00
273,300792,'Haircut (Female)',249,249,,0.0,249.0,2023-11-03,10:41:57
274,200713,'Haircut (Male)',149,149,,0.0,149.0,2023-09-28,21:13:57
275,200732,'Haircut (Male)',149,149,,0.0,149.0,2023-07-25,13:53:21
276,300335,'Haircut (Male)',149,149,,0.0,149.0,2023-04-13,08:51:59
277,100423,'Eyebrow Threading',74,74,,0.0,74.0,2023-03-03,07:15:24
278,200825,"'Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0.0,398.0,2023-02-22,08:06:21
279,100333,'Haircut (Female)',249,249,,0.0,249.0,2022-10-08,14:05:06
